 smile id
646 OC(=O)CCCC1CCN(CC1)C1=NC(NC2=C3C=CC=CC3=CC=C2)=NC(=N1)N1CCN(CC1)C1=CC=C(C=N1)C(F)(F)F L22771
647 OC(=O)CCCC1CCN(CC1)C1=NC(NCC2=C3C=CC=CC3=CC=C2)=NC(NCCC2=CNC3=C2C=C(Br)C=C3)=N1 L26859
648 CN(CCC(O)C1=CC=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NCC2=C(F)C(F)=CC(F)=C2)=N1 L59031
649 OCC1CN(C2=NC(NCCC3=CC=C(Cl)C(Cl)=C3)=NC(=N2)N2CCC(CCCC(O)=O)CC2)C2=CC=CC=C2O1 L743
650 COC1=CC=CC2=C1NC=C2CCNC1=NC(NCC2=CC(I)=CC=C2)=NC(NC[C@H](C)C(O)=O)=N1 L92684
651 OC(=O)C1(CCSCC1)NC1=NC(NC(CC2=CC=CC=C2)C2=CC=CC=C2)=NC(=N1)N1CCC(CC1)C1=NOC2=C1C=C(F)C=C2 L69894
652 CN(CCC(O)C1=CC=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2=CC=C3C=CC=CC3=C2)=N1 L63255
653 OCC1CN(C2=NC(NCC3=CC(Br)=CC=C3F)=NC(=N2)N2CCC(CCCC(O)=O)CC2)C2=CC=CC=C2O1 L714
654 C[C@@H](CNC1=NC(N[C@H](C)C2=CC=C(Br)C=C2)=NC(=N1)N(C)CC1=CC(Cl)=CC=C1)C(O)=O L89346
655 N[C@H]([C@@H](NC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N1C(CO)CC2=C1C=CC=C2)C1=CC=CC=C1)C1=CC=CC=C1 L72776
656 CN(CC1=CC=CC(=C1)C(F)(F)F)C1=NC(N[C@H]([C@@H](N)C2=CC=CC=C2)C2=CC=CC=C2)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L16509
657 CCN(CC)CCCC(C)NC1=NC(NC2(CCSCC2)C(O)=O)=NC(=N1)N1CC(CO)OC2=CC=CC=C12 L37495
658 COC1=CC=CC=C1CN(C)C1=NC(=NC(NC2=CC=CC=N2=O)=N1)N1CCC(CCCC(O)=O)CC1 L3527
659 CCCCN(CC1=CC=CC=C1)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N1CCC(O)(CC1)C1=CC=C(Cl)C=C1 L47423
660 CCCCN(CC1=CC=CC=C1)C1=NC(=NC(NC[C@H](C)C(O)=O)=N1)N(C)CC1=CC=CC2=C1C=CC=C2 L84160
661 NCC1=CC=C(CNC2=NC(NCCC3=CNC4=C3C=C(Cl)C=C4)=NC(=N2)N2CCC(CCCC(O)=O)CC2)C=C1 L31084
662 NC1=CC(Cl)=C(Cl)C=C1NC1=NC(=NC(=N1)N1CCC(CCCC(O)=O)CC1)N1CCN(CC1)C1=CC=C(C=N1)C(F)(F)F L25075
663 CN(CC#C)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CC1=CC=CC2=C1C=CC=C2 L54016
664 CCCN(CCOC)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CC1=CC=CC2=C1C=CC=C2 L49408
665 OC(=O)C1(CCSCC1)NC1=NC(NCC2=C(F)C=CC(F)=C2F)=NC(NCC2=CC(I)=CC=C2)=N1 L69260
666 OC(=O)CCCC1CCN(CC1)C1=NC(NC2=CC=CC=N2=O)=NC(NCCC2=CC=CC(=C2)C(F)(F)F)=N1 L3613
667 CCN(CC1=CC=CC=C1)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CC1=CC=C(Cl)C=C1 L51139
668 OC(=O)CCCC1CCN(CC1)C1=NC(NCCSCC2=CC=CO2)=NC(NCC2=CC=C(OC3=CC=CC=C3)C=C2)=N1 L4047
669 COC1=CC=CC2=C1NC=C2CCNC1=NC(NCCC2=CC=C(OC)C(Br)=C2)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L18971
670 CC(NC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CCC(O)C1=CC=CC=C1)C1=CC=CO1 L40791
671 CCCCN(CC)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N1CCN(CC1)C1=CC=CC=C1C L47083
672 COC1=CC=C(NC2=NC(=NC(NC[C@H](C)C(O)=O)=N2)N(C)CC2=CC=CC3=C2C=CC=C3)C=C1Cl L94336
673 CCCCN(CC1=CC=CC=C1)C1=NC(NCC2=CC(Br)=CC=C2F)=NC(NC2(CCSCC2)C(O)=O)=N1 L47370
674 C[C@@H](CNC1=NC(=NC(=N1)N(C)CC1=CC=CC2=C1C=CC=C2)N1CCCCC1C1=CC=CN=C1)C(O)=O L77440
675 CN(CC1=CC(Cl)=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC(CC2=CC=CC=C2)C2=CC=CC=C2)=N1 L69954
676 OC(=O)C1(CCSCC1)NC1=NC(=NC(NCCC2=CC=CC=C2OC2=CC=CC=C2)=N1)N1CCCCC1C1=CC=CN=C1 L40526
677 N[C@H]([C@@H](NC1=NC(NCCC2=C(Cl)C=C(Cl)C=C2)=NC(=N1)N1CCC(CCCC(O)=O)CC1)C1=CC=CC=C1)C1=CC=CC=C1 L36064
678 OC(=O)CCCC1CCN(CC1)C1=NC(NCC2=CC=C(Cl)C(=C2)C(F)(F)F)=NC(NCCC2=CNC3=C2C=C(OCC2=CC=CC=C2)C=C3)=N1 L2093
679 OCC1CN(C2=NC(NCC3=CC(OC(F)F)=CC=C3)=NC(=N2)N2CCC(CCCC(O)=O)CC2)C2=CC=CC=C2O1 L589
680 CC1=C(NC2=NC(=NC(NC3(CCSCC3)C(O)=O)=N2)N2CCC(CC2)C2=NOC3=C2C=C(F)C=C3)C=C(I)C=C1 L39942
681 C[C@@H](CNC1=NC(=NC(=N1)N(C)CC1=CC=CC2=C1C=CC=C2)N(CC=C)C1CCCC1)C(O)=O L85120
682 C[C@H](NC1=NC(NCCC2=CNC3=C2C=C(OCC2=CC=CC=C2)C=C3)=NC(=N1)N1CCC(CCCC(O)=O)CC1)C1=CC=C(Br)C=C1 L13037
683 OC(=O)CCCC1CCN(CC1)C1=NC(NC2=CC=CC(=C2)C2=CC=CC=C2)=NC(NCCC2=CNC3=C2C=C(OCC2=CC=CC=C2)C=C3)=N1 L23213
684 C[C@H](N(C)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CC1=CC(Cl)=CC=C1)C1=CC=CC=C1 L55554
685 CN(CC1=CC=CC(C)=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2=CC=CC=N2=O)=N1 L40452
686 CN(CC1=CC(Cl)=CC=C1)C1=NC(=NC(NC2=CC=C3C=CC=CC3=C2)=N1)N1CCC(CCCC(O)=O)CC1 L26370
687 OC(=O)CCCC1CCN(CC1)C1=NC(NCC2=CC=C(SC(F)(F)F)C=C2)=NC(NCCC2=CNC3=C2C=C(Br)C=C3)=N1 L2859
688 COC1=CC=CC(OC)=C1CNC1=NC(=NC(=N1)N1CCC(CCCC(O)=O)CC1)N(C)CC1=CC=CC2=C1C=CC=C2 L20224
689 CCCCN(CCCC)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CC1=CC=CC=C1Cl L47684
690 COC1=CC=C(NC2=NC(=NC(=N2)N2CCC(CCCC(O)=O)CC2)N(C)CC2=CC=CC3=C2C=CC=C3)C=C1Cl L20608
691 CN(CC1=CC=CC2=C1C=CC=C2)C1=NC(=NC(NCC2=C(Cl)C=CC(=C2)C(F)(F)F)=N1)N1CCC(CCCC(O)=O)CC1 L2176
692 COC1=C(CCNC2=NC(=NC(=N2)N2CCC(CCCC(O)=O)CC2)N(C)CC2=CC=CC3=C2C=CC=C3)C=C(Br)C=C1 L19072
693 OC(=O)CCCC1CCN(CC1)C1=NC(=NC(NCCC2=C(Cl)C=C(Cl)C=C2)=N1)N(CC1=CC=CC=C1)CC1=CC=CC=C1 L16096
694 CN(CC1=CC=CO1)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N1CCC(CC1)C1=NOC2=C1C=C(F)C=C2 L53766
695 COC1=CC=CC(CN(C)C2=NC(NC3(CCSCC3)C(O)=O)=NC(=N2)N2CCN(CC2)C2=CC=CC=C2C)=C1 L43078
696 CC1=C(CCNC2=NC(=NC(=N2)N2CC(CO)OC3=CC=CC=C23)N2CCC(CCCC(O)=O)CC2)C=CC=C1 L609
697 CN(CC1=CC=CC2=C1C=CC=C2)C1=NC(=NC(NCC2=CC=C(C(F)=C2)C(F)(F)F)=N1)N1CCC(CCCC(O)=O)CC1 L29056
698 CN(CC1=CC(Cl)=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2=C3C=CC=CC3=CC=C2)=N1 L59586
699 COC1=CC=CC(OC)=C1CNC1=NC(=NC(=N1)N1CC(CO)OC2=CC=CC=C12)N1CCC(CCCC(O)=O)CC1 L678
700 N[C@H]([C@@H](NC1=NC(NC2(CCSCC2)C(O)=O)=NC(NCC2=CC=CC(=C2)C(F)(F)F)=N1)C1=CC=CC=C1)C1=CC=CC=C1 L64317
701 CC1=C(CNC2=NC(=NC(=N2)N2CC(CO)OC3=CC=CC=C23)N2CCC(CCCC(O)=O)CC2)C(Cl)=CC=C1 L612
702 COC1=CC=CC(CNC2=NC(NC3(CCSCC3)C(O)=O)=NC(=N2)N(CC2=CC=CC=C2)CC2=CC=CC=C2)=C1OC L52904
703 CC1=CC2=C(NC=C2CCNC2=NC(=NC(NCC3=CC=C(C(F)=C3)C(F)(F)F)=N2)N2CCC(CCCC(O)=O)CC2)C=C1 L29023
704 C[C@H](NC1=NC(NC2(CCSCC2)C(O)=O)=NC(=N1)N(C)CC1=CC=CC(=C1)C(F)(F)F)C1=CC=CC2=C1C=CC=C2 L53238
705 OCC1CN(C2=NC(NCC3=CC4=C(OCCO4)C=C3)=NC(NC3(CCSCC3)C(O)=O)=N2)C2=CC=CC=C2O1 L37442
706 OC(=O)C1(CCSCC1)NC1=NC(NC2=C3C=CC=CC3=CC=C2)=NC(=N1)N1CCC(CC1)C1=NOC2=C1C=C(F)C=C2 L59526
707 C[C@@H](CNC1=NC(N[C@@H](C)C2=CC=C(Br)C=C2)=NC(NCCC2=CC(C)=C(C)C=C2)=N1)C(O)=O L86627
708 CN1C=CC=C1CNC1=NC(NC2(CCSCC2)C(O)=O)=NC(=N1)N1CC(CO)OC2=CC=CC=C12 L37556
709 COC1=CC=CC=C1N1CCN(CC1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(=N1)N1CCCCC1C1=CC=CN=C1 L40612
710 OC(=O)CCCC1CCN(CC1)C1=NC(NC2=CC=C(CC3=CC=CC=C3)C=C2)=NC(NCCC2=CNC3=C2C=C(Br)C=C3)=N1 L23595
711 C[C@H](N(C)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N1CCC(CC1)C1=NOC2=C1C=C(F)C=C2)C1=CC=CC=C1 L55494
712 NC1=CC(Cl)=C(Cl)C=C1NC1=NC(NCC2=CC=C(Br)C=C2)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L25087
713 C[C@@H](CNC1=NC(N[C@@H](C)C2=CC=C(Br)C=C2)=NC(NCCC2=CNC3=C2C=C(OCC2=CC=CC=C2)C=C3)=N1)C(O)=O L86765
714 CCCCN(CCCC)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CC1=CC(Cl)=CC=C1 L47682
715 OC(=O)CCCC1CCN(CC1)C1=NC(NC2=C3C=CC=CC3=CC=C2)=NC(NCC2=CC=C(OC3=CC=CC=C3)C=C2)=N1 L22671
716 OCC1CN(C2=NC(NCC3=CC=C(C=C3)N(=O)=O)=NC(NC3(CCSCC3)C(O)=O)=N2)C2=CC=CC=C2O1 L37582
717 OCC1CN(C2=NC(NCC3=CC=NC=C3)=NC(NC3(CCSCC3)C(O)=O)=N2)C2=CC=CC=C2O1 L37589
718 N[C@H]([C@@H](NC1=NC(NCC2=CC(I)=CC=C2)=NC(NC2(CCSCC2)C(O)=O)=N1)C1=CC=CC=C1)C1=CC=CC=C1 L72908
719 C[C@@H](CNC1=NC(=NC(=N1)N(C)CC1=CC=CC2=C1C=CC=C2)N(C)CC1=CC=C(Cl)C=C1)C(O)=O L90304
720 CC1=CC2=C(NC=C2CCNC2=NC(NCC3=CC(C)=CC=C3)=NC(=N2)N2CCC(CCCC(O)=O)CC2)C=C1 L5414
721 COC1=CC=CC=C1N1CCN(CC1)C1=NC(=NC(N[C@H]2C[C@@H]2C2=CC=CC=C2)=N1)N1CCC(CCCC(O)=O)CC1 L35812
722 C[C@@H](CNC1=NC(=NC(NCCC2=C(Cl)C=C(Cl)C=C2)=N1)N1CC(CO)OC2=CC=CC=C12)C(O)=O L74464
723 CCCCN(CC)C1=NC(=NC(NC[C@H](C)C(O)=O)=N1)N(C)CC1=CC=CC2=C1C=CC=C2 L83968
724 CN(CC1=CC=CC2=C1C=CC=C2)C1=NC(=NC(NCC2=C(Cl)C(Cl)=CC=C2)=N1)N1CCC(CCCC(O)=O)CC1 L27712
725 CN(CC1=CC=CC(C)=C1)C1=NC(=NC(NCCC2=CNC3=C2C=C(C)C=C3)=N1)N1CCC(CCCC(O)=O)CC1 L5508
726 CN(CC1=CC(Cl)=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(=N1)N1CCCCC1C1=CC=CN=C1 L40578
727 CCN(CC1=CC=C(C)C=C1)C1=NC(NCCC2=CNC3=C2C=C(Br)C=C3)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L1323
728 NC1=CC(Cl)=C(Cl)C=C1NC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N1CCC(CC1)C1=NOC2=C1C=C(F)C=C2 L61830
729 NC1=CC(Cl)=C(Cl)C=C1NC1=NC(NCCC2=CC=C(Br)C=C2)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L25114
730 OC(=O)CCCC1CCN(CC1)C1=NC(NCC2=CC=C(C=C2)N2C=CC=C2)=NC(NCCC2=CNC3=C2C=C(Br)C=C3)=N1 L29931
731 OC(=O)CCCC1CCN(CC1)C1=NC(NCC2=CC=C(C=C2)C(F)(F)F)=NC(NCCC2=CNC3=C2C=C(OCC2=CC=CC=C2)C=C3)=N1 L27245
732 C[C@@H](CNC1=NC(NC2=C3C=CC=CC3=CC=C2)=NC(=N1)N(C)CC1=CC=CC(C)=C1)C(O)=O L96516
733 C[C@@H](CNC1=NC(N[C@H](C)C2=CC=C(Br)C=C2)=NC(=N1)N(C)CC1=CC=CC2=C1C=CC=C2)C(O)=O L89344
734 CCCN(C)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N1CCC(CC1)C1=NOC2=C1C=C(F)C=C2 L48006
735 CN(CCC1=CC=CC=C1)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N1CCC(CC1)C1=NOC2=C1C=C(F)C=C2 L54342
736 OCC1CN(C2=NC(NCCC3=CC=CC=C3Cl)=NC(=N2)N2CCC(CCCC(O)=O)CC2)C2=CC=CC=C2O1 L735
737 OCC1CN(C2=NC(NCC3=CC=CN=C3)=NC(NC3(CCSCC3)C(O)=O)=N2)C2=CC=CC=C2O1 L37585
738 CN(CC1=CC=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(=N1)N1CCN(CC1)C1=CC=CC=C1C L43073
739 CCC(NC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CCC(O)C1=CC=CC=C1)C1=CC=CC=C1 L37911
740 CCN(CC1=CC(C)=CC=C1)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N1CCN(CC1)C1=CC=CC=C1OC L53092
741 COC1=CC=CC2=C1NC=C2CCNC1=NC(N[C@H]([C@@H](N)C2=CC=CC=C2)C2=CC=CC=C2)=NC(NC[C@H](C)C(O)=O)=N1 L92733
742 OC(=O)CCCC1CCN(CC1)C1=NC(NC2=C3C=CC=CC3=CC=C2)=NC(NCC2=C(Cl)C=CC=C2OC2=CC=CC=C2)=N1 L22804
743 OC(=O)CCCC1CCN(CC1)C1=NC(NCC(Cl)CCCCl)=NC(NCC2=C(Cl)C=CC=C2OC2=CC=CC=C2)=N1 L34516
744 CN(CC1=CC=CC2=C1C=CC=C2)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NCC2=CC=C(Cl)C(=C2)C(F)(F)F)=N1 L38848
745 CN(CC1=CC=CC(=C1)C(F)(F)F)C1=NC(NCCC2=CNC3=C2C=C(Br)C=C3)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L16491
746 COC1=C(CCNC2=NC(=NC(=N2)N2CCC(CCCC(O)=O)CC2)N2CCN(CC2)C2=CC=CC=C2C)C=C(Br)C=C1 L19051
747 COC1=CC=CC(CN(C)C2=NC(NC3(CCSCC3)C(O)=O)=NC(NC3=CC=CC=N3=O)=N2)=C1 L40390
748 N[C@H]([C@@H](NC1=NC(NCC2=CC(Br)=CC=C2F)=NC(NC2(CCSCC2)C(O)=O)=N1)C1=CC=CC=C1)C1=CC=CC=C1 L72906
749 N[C@H]([C@@H](NC1=NC(NCCC2=CNC3=C2C=C(Cl)C=C3)=NC(NC2(CCSCC2)C(O)=O)=N1)C1=CC=CC=C1)C1=CC=CC=C1 L72940
750 COC1=CC=CC=C1N1CCN(CC1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(=N1)N(CC1=CC=CC=C1)CC1=CC=CC=C1 L52900
751 COC1=CC=C(C=C1)C(NC1=NC(=NC(NC[C@H](C)C(O)=O)=N1)N(C)CC1=CC(Cl)=CC=C1)C1=CC=C(OC)C=C1 L93186
752 COC[C@H](CC1=CC=CC=C1)NC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CC1=CC(Cl)=CC=C1 L57858
753 COC1=CC=CC(CN(C)C2=NC(NC3(CCSCC3)C(O)=O)=NC(N[C@H]([C@@H](N)C3=CC=CC=C3)C3=CC=CC=C3)=N2)=C1 L72838
754 NC1=CC(Cl)=C(Cl)C=C1NC1=NC(NCC2=CC=CC(Br)=C2)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L25088
755 CCN(CC1=CC=CC=C1)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N1C(CO)CC2=C1C=CC=C2 L51080
756 COC1=CC=CC=C1CN(C)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2=C3C=CC=CC3=CC=C2)=N1 L59591
757 CCCC1=CC=CC=C1NC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CC1=CC=CC2=C1C=CC=C2 L44800
758 C[C@@H](CNC1=NC(NC2=C(C)C=CC(I)=C2)=NC(=N1)N(C)CC1=CC=CC2=C1C=CC=C2)C(O)=O L76864
759 C[C@@H](CNC1=NC(=NC(=N1)N(C)CCC(O)C1=CC=CC=C1)N1CC(CO)OC2=CC=CC=C12)C(O)=O L74391
760 CCN(CC)CCN(C)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CCC(O)C1=CC=CC=C1 L51735
761 OC(=O)CCCC1CCN(CC1)C1=NC(=NC(NCCC2=CNC3=C2C=C(Cl)C=C3)=N1)N(CC1=CC=CC=C1)CC1=CC=CC=C1 L16108
762 CN(CC1=CC=CC(=C1)C(F)(F)F)C1=NC(NCC2=C(Cl)C=CC=C2OC2=CC=CC=C2)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L16468
763 CC1=CC2=C(NC=C2CCNC2=NC(=NC(NCC3=CC=CC(OC(F)(F)F)=C3)=N2)N2CCC(CCCC(O)=O)CC2)C=C1 L30367
764 NC1=CC(Cl)=C(Cl)C=C1NC1=NC(=NC(=N1)N1CCC(CCCC(O)=O)CC1)N1CCC(CC1)C1=NOC2=C1C=C(F)C=C2 L24966
765 COC1=CC=CC2=C1NC=C2CCNC1=NC(=NC(NC[C@H](C)C(O)=O)=N1)N(C)CC1=CC(Cl)=CC=C1 L92610
766 CN(CC1=CC(Cl)=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(=N1)N(CC=C)C1CCCCC1 L48450
767 N[C@H]([C@@H](NC1=NC(NCCC2=CC=CC(=C2)C(F)(F)F)=NC(=N1)N1CCC(CCCC(O)=O)CC1)C1=CC=CC=C1)C1=CC=CC=C1 L36061
768 CCN(CC1=CC(C)=CC=C1)C1=NC(NCCC2=CNC3=C2C=C(Br)C=C3)=NC(NC[C@H](C)C(O)=O)=N1 L90027
769 C[C@@H](CNC1=NC(NC2=CC=C(OC3=CC=C(N)C=C3)C=C2)=NC(=N1)N(C)CC1=CC=CC2=C1C=CC=C2)C(O)=O L98368
770 CCN(CC1=CC=CC=C1)C1=NC(NCC2=C(Cl)C=CC=C2OC2=CC=CC=C2)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L14356
771 CC1=CC=CC=C1N1CCN(CC1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2=CC(Cl)=C(Cl)C=C2N)=N1 L61867
772 CCCCN(CC1=CC=CC=C1)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N1C(CO)CC2=C1C=CC=C2 L47240
773 CCN(CC1=CC(C)=CC=C1)C1=NC(NCCC2=CNC3=C2C=C(C)C=C3)=NC(NC[C@H](C)C(O)=O)=N1 L89887
774 COC1=CC=C(C=C1)C(NC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CCC(O)C1=CC=CC=C1)C1=CC=C(OC)C=C1 L56343
775 COC1=CC=CC=C1CN(C)C1=NC(NC2(CCSCC2)C(O)=O)=NC(N[C@H]([C@@H](N)C2=CC=CC=C2)C2=CC=CC=C2)=N1 L72839
776 COC1=CC=CC(OC)=C1CNC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N1CCN(CC1)C1=CC=CC=C1C L57067
777 COC1=CC=CC(OC)=C1CNC1=NC(NC2(CCSCC2)C(O)=O)=NC(=N1)N1CCN(CC1)C1=CC=CC=C1C L43110
778 CCC(NC1=NC(NCCC2=CC=CC(C)=C2)=NC(NC[C@H](C)C(O)=O)=N1)C1=CC=CC=C1 L74722
779 CN(C)CCN(CC1=CC=CC=C1)C1=NC(NCC2=C(Cl)C=CC=C2OC2=CC=CC=C2)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L18580
780 CN(CCC(O)C1=CC=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2CCN(CC3=CC=CC=C3)CC2)=N1 L62487
781 C[C@@H](CNC1=NC(=NC(=N1)N(C)CC1=CC=CC2=C1C=CC=C2)N(CC=C)C1CCCCC1)C(O)=O L85312
782 C[C@@H](CNC1=NC(NC2=C3C=CC=CC3=CC=C2)=NC(=N1)N(C)CCC(O)C1=CC=CC=C1)C(O)=O L96471
783 CC(NC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CC1=CC=CC(C)=C1)C(O)C1=CC=CC=C1 L52356
784 CC1=CC=C(C=C1)N1CCN(CC1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(=N1)N1CC(CO)OC2=CC=CC=C12 L37482
785 C[C@@H](CNC1=NC(NC2=C(N)C=C(C)C(C)=C2)=NC(=N1)N(C)CC1=CC=CC2=C1C=CC=C2)C(O)=O L80896
786 CN(C)CCN(CC1=CC=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2=C3C=CC=CC3=CC=C2)=N1 L59606
787 CCN(CCN(C)C)C1=NC(=NC(NC2=CC(Cl)=C(Cl)C=C2N)=N1)N1CCC(CCCC(O)=O)CC1 L25016
788 CN(CC1=CC=CC(=C1)C(F)(F)F)C1=NC(N[C@H]2C[C@@H]2C2=CC=CC=C2)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L16507
789 COC1=CC=CC2=C1NC=C2CCNC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N1C(CO)CC2=C1C=CC=C2 L55688
790 CN(CC1=CC=CO1)C1=NC(=NC(NC2=CC=CC=N2=O)=N1)N1CCC(CCCC(O)=O)CC1 L3530
791 COC1=CC(CCNC2=NC(=NC(=N2)N2CC(CO)OC3=CC=CC=C23)N2CCC(CCCC(O)=O)CC2)=CC=C1 L668
792 CCCC1=CC=C(NC2=NC(=NC(=N2)N2CCC(CCCC(O)=O)CC2)N(C)CC2=CC=CC3=C2C=CC=C3)C=C1 L8128
793 OCC1CN(C2=NC(NCCCCN3CCCC3)=NC(NC3(CCSCC3)C(O)=O)=N2)C2=CC=CC=C2O1 L37617
794 CN(CC1=CC=CC2=C1C=CC=C2)C1=NC(=NC(NC(CC2=CC=CC=C2)C2=CC=CC=C2)=N1)N1CCC(CCCC(O)=O)CC1 L33088
795 C[C@H](NC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CCC(O)C1=CC=CC=C1)C1=CC=CC=C1 L50007
796 CCOC1=CC=C(CCNC2=NC(NC3(CCSCC3)C(O)=O)=NC(=N2)N2CC(CO)OC3=CC=CC=C23)C=C1 L37499
797 CCN(CC1=CC(C)=CC=C1)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N1C(CO)CC2=C1C=CC=C2 L53000
798 N[C@H]([C@@H](NC1=NC(NCC2=C(F)C(F)=CC(F)=C2)=NC(NC2(CCSCC2)C(O)=O)=N1)C1=CC=CC=C1)C1=CC=CC=C1 L72882
799 N[C@H]([C@@H](NC1=NC(NC2(CCSCC2)C(O)=O)=NC(NCC2=C(F)C(F)=CC(F)=C2)=N1)C1=CC=CC=C1)C1=CC=CC=C1 L59133
800 CCN(CC1=CC=CC=C1)C1=NC(=NC(NC[C@H](C)C(O)=O)=N1)N1CCC(CC1)C1=NOC2=C1C=C(F)C=C2 L87942
801 NC1=CC(Cl)=C(Cl)C=C1NC1=NC(NCCC2=CC=CC=C2OC2=CC=CC=C2)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L24974
802 CN(CC1=CC=CC2=C1C=CC=C2)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2=CC=C(CC3=CC=CC=C3)C=C2)=N1 L60352
803 CN(CCC1=CC=CC=C1)C1=NC(=NC(NC2=CC(Cl)=C(Cl)C=C2N)=N1)N1CCC(CCCC(O)=O)CC1 L25038
804 N[C@H]([C@@H](NC1=NC(NC2(CCSCC2)C(O)=O)=NC(=N1)N(CC=C)C1CCCCC1)C1=CC=CC=C1)C1=CC=CC=C1 L48573
805 C[C@@H](CNC1=NC(=NC(NCCC2=CC=CC(C)=C2)=N1)N1CC(CO)OC2=CC=CC=C12)C(O)=O L74338
806 OC(=O)CCCC1CCN(CC1)C1=NC(NC2=CC=C(C=C2)N2C=CC=C2)=NC(N[C@H]2CCCC[C@@H]2OCC2=CC=CC=C2)=N1 L24061
807 N[C@H]([C@@H](NC1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2=C3C=CC=CC3=CC=C2)=N1)C1=CC=CC=C1)C1=CC=CC=C1 L59709
808 CN(CCC(O)C1=CC=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2=CC(=C(C)C=C2)N(=O)=O)=N1 L43287
809 CCCCN(CC1=CC=CC=C1)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(CC)CCN(C)C L47288
810 CCCCN(CC)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(CCN(C)C)CC1=CC=CC=C1 L47126
811 COC1=CC=C(CCNC2=NC(NC3(CCSCC3)C(O)=O)=NC(=N2)N2CC(CO)OC3=CC=CC=C23)C=C1 L37545
812 NC1=CC(Cl)=C(Cl)C=C1NC1=NC(NCCC2=CNC3=C2C=C(Cl)C=C3)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L25132
