 smile id
2879 CCN(CCOC)C1=NC(=NC(NC[C@H](C)C(O)=O)=N1)N(C)CC1=CC(Cl)=CC=C1 L88770
2880 CCCCCC1=CC=C(CNC2=NC(=NC(NC3(CCSCC3)C(O)=O)=N2)N(C)CC2=CC=CC3=C2C=CC=C3)C=C1 L38656
2881 COC1=CC=C(NC2=NC(=NC(=N2)N2CCC(CCCC(O)=O)CC2)N2CCN(CC2)C2=CC=CC=C2C)C=C1Cl L20587
2882 CN(CCC1=CC=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(N[C@H]([C@@H](N)C2=CC=CC=C2)C2=CC=CC=C2)=N1 L72846
2883 CN(CCC1=CC=CC=C1)C1=NC(N[C@H]([C@@H](N)C2=CC=CC=C2)C2=CC=CC=C2)=NC(NC2(CCSCC2)C(O)=O)=N1 L54525
2884 COC1=CC=CC=C1N1CCN(CC1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2=C(CN(C)C3CCCCC3)C=CC=C2)=N1 L40228
2885 CN(C)CCN(CC1=CC=CC=C1)C1=NC(NCCC2=CNC3=C2C=C(Cl)C=C3)=NC(NC2(CCSCC2)C(O)=O)=N1 L55468
2886 COC1=CC=C(C=C1)C(NC1=NC(=NC(NC[C@H](C)C(O)=O)=N1)N(C)CC1=CC=CC(C)=C1)C1=CC=C(OC)C=C1 L93252
2887 C[C@@H](CNC1=NC(=NC(=N1)N(C)CC1=CC=CC=C1Cl)N(CC1=CC=CC=C1)CC1=CC=CC=C1)C(O)=O L89732
2888 C[C@@H](CNC1=NC(=NC(=N1)N(C)CC1=CC(Cl)=CC=C1)N(C)CC1=CC=C(Cl)C=C1)C(O)=O L90306
2889 CC1=CC2=C(NC=C2CCNC2=NC(NCCC3=CC=CC=C3)=NC(=N2)N2CCC(CCCC(O)=O)CC2)C=C1 L5528
2890 OCC1CC2=C(C=CC=C2)N1C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2=CC=C(C=C2)N2C=CC=C2)=N1 L60872
2891 CN(CC1=CC=C(Cl)C=C1)C1=NC(NCCC2=CNC3=C2C=C(C)C=C3)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L16543
2892 CN(CC1=CC=C(Cl)C=C1)C1=NC(=NC(NCCC2=CNC3=C2C=C(C)C=C3)=N1)N1CCC(CCCC(O)=O)CC1 L5443
2893 OCC1CN(C2=NC(NCCC3=CC=CC=C3F)=NC(=N2)N2CCC(CCCC(O)=O)CC2)C2=CC=CC=C2O1 L739
2894 COC1=CC=CC=C1CN(C)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NCC(Cl)CCCCl)=N1 L71303
2895 OC(=O)CCCC1CCN(CC1)C1=NC(NCCSCC2=C(Cl)C=CC=C2Cl)=NC(NCCC2=CC=CC=C2OC2=CC=CC=C2)=N1 L35534
2896 CN(C)CCN(CC1=CC=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(=N1)N(CCO)C1=CC=CC=C1 L73430
2897 COC1=C(CCNC2=NC(N[C@H]([C@@H](N)C3=CC=CC=C3)C3=CC=CC=C3)=NC(NC3(CCSCC3)C(O)=O)=N2)C=C(Br)C=C1 L56061
2898 CN(CC1=CC(Cl)=CC=C1)C1=NC(=NC(NC2=CC=C(CC3=CC=CC=C3)C=C2)=N1)N1CCC(CCCC(O)=O)CC1 L23490
2899 CN(CCC(O)C1=CC=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2CC3=C(C2)C=CC=C3)=N1 L62871
2900 COC1=CC(CNC2=NC(=NC(NCCC3=CNC4=C3C=C(C)C=C4)=N2)N2CCC(CCCC(O)=O)CC2)=CC=C1 L5472
2901 COC1=CC=CC(CNC2=NC(=NC(=N2)N2CC(CO)OC3=CC=CC=C23)N2CCC(CCCC(O)=O)CC2)=C1OC L680
2902 OC(=O)CCCC1CCN(CC1)C1=NC(NCC2=C(F)C=CC=C2F)=NC(N[C@H]2CCCC[C@@H]2OCC2=CC=CC=C2)=N1 L32125
2903 CCCN(CCOC)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N1CCC(CC1)C1=NOC2=C1C=C(F)C=C2 L49350
2904 C[C@@H](N(C)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CC1=CC=CC=C1Cl)C1=C2C=CC=CC2=CC=C1 L37316
2905 C[C@@H](NC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CC1=CC=C(Cl)C=C1)C1=CC=C(Br)C=C1 L52483
2906 COC1=CC=C(C=C1)C(NC1=NC(NCCC2=CNC3=C2C=C(OC)C=C3)=NC(=N1)N1CCC(CCCC(O)=O)CC1)C1=CC=C(OC)C=C1 L19483
2907 C[C@@H](N(C)C1=NC(N[C@H]([C@@H](N)C2=CC=CC=C2)C2=CC=CC=C2)=NC(NC2(CCSCC2)C(O)=O)=N1)C1=C2C=CC=CC2=CC=C1 L37437
2908 CN(CC1=CC(Cl)=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2=CC=C(C=C2)N2C=CC=C2)=N1 L60930
2909 COC1=CC(NC2=CC=CC=C2)=CC=C1NC1=NC(=NC(=N1)N1CCC(CCCC(O)=O)CC1)N(C)CC1=CC=CC2=C1C=CC=C2 L19840
2910 C[C@@H](CNC1=NC(=NC(=N1)N(C)CCC(O)C1=CC=CC=C1)N1CCN(CC1)C1=CC=CC=C1C)C(O)=O L79959
2911 C[C@@H](CNC1=NC(NC2=C3C=CC=CC3=CC=C2)=NC(NCCC2=CC(C)=C(C)C=C2)=N1)C(O)=O L96419
2912 C[C@@H](NC1=NC(NCCC2=CNC3=C2C=C(OCC2=CC=CC=C2)C=C3)=NC(NC2(CCSCC2)C(O)=O)=N1)C1=CC=C(C)C=C1 L50477
2913 C[C@@H](CNC1=NC(NC2=CC=CC=N2=O)=NC(NCCC2=CNC3=C2C=C(C)C=C3)=N1)C(O)=O L77215
2914 CCN(CC1=CC(C)=CC=C1)C1=NC(NCCC2=CC(C)=C(C)C=C2)=NC(NC[C@H](C)C(O)=O)=N1 L89891
2915 C[C@@H](CNC1=NC(N[C@@H](C)C2=CC=C(Br)C=C2)=NC(NCC2=CC(C)=C(C)C=C2)=N1)C(O)=O L86632
2916 CN(C)CCN(CC1=CC=CC=C1)C1=NC(NCC2=C(F)C(F)=CC(F)=C2)=NC(NC2(CCSCC2)C(O)=O)=N1 L55410
2917 CN(C)CCN(CC1=CC=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NCC2=C(F)C(F)=CC(F)=C2)=N1 L59030
2918 CSC1=CC=C(CNC2=NC(NCCC3=CNC4=C3C=C(C)C=C4)=NC(=N2)N2CCC(CCCC(O)=O)CC2)C=C1 L21151
2919 OCC1CC2=C(C=CC=C2)N1C1=NC(=NC(NC2=C3C=CC=CC3=CC=C2)=N1)N1CCC(CCCC(O)=O)CC1 L22664
2920 CN(CC1=CC(Cl)=CC=C1)C1=NC(=NC(NCC2=CC=C(Cl)C=C2Cl)=N1)N1CCC(CCCC(O)=O)CC1 L30594
2921 CC(CC1=CC=C(Cl)C=C1)NC1=NC(=NC(NC[C@H](C)C(O)=O)=N1)N(C)CC1=CC=CC2=C1C=CC=C2 L88192
2922 CN(CC1=CC(Cl)=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2=C(N)C=C(C)C(C)=C2)=N1 L44034
2923 CC1=CC2=C(NC=C2CCNC2=NC(NCC3=CC=C(OC(F)F)C=C3)=NC(=N2)N2CCC(CCCC(O)=O)CC2)C=C1 L5483
2924 COC1=CC=CC=C1CN(C)C1=NC(NC2(CCSCC2)C(O)=O)=NC(=N1)N(C)CC1=CC=CO1 L53831
2925 N[C@H]([C@@H](NC1=NC(NCC2=CC=CC(Br)=C2)=NC(=N1)N1CCC(CCCC(O)=O)CC1)C1=CC=CC=C1)C1=CC=CC=C1 L36032
2926 OC(=O)CCCC1CCN(CC1)C1=NC(NCC2=C(F)C=CC(F)=C2F)=NC(NCCC2=CNC3=C2C=C(Br)C=C3)=N1 L32427
2927 COC1=CC=CC=C1N1CCN(CC1)C1=NC(=NC(NC2=CC=CC(=C2)C2=CC=CC=C2)=N1)N1CCC(CCCC(O)=O)CC1 L23140
2928 CCN(CC1=CC=C(C)C=C1)C1=NC(=NC(=N1)N1CCC(CCCC(O)=O)CC1)N(C)CC1=CC=CC2=C1C=CC=C2 L1216
2929 CN(CC1=CC=CC(=C1)C(F)(F)F)C1=NC(NC2CCCCC2N)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L16439
2930 CN(CC1=CC=CC2=C1C=CC=C2)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NCCC2=CC=C(Cl)C=C2)=N1 L70336
2931 CCCCN(CCCC)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N1C(CO)CC2=C1C=CC=C2 L47624
2932 COC[C@H](CC1=CC=CC=C1)NC1=NC(NCCC2=CC=CC(Cl)=C2)=NC(NC[C@H](C)C(O)=O)=N1 L94814
2933 C[C@@H](CNC1=NC(NC2=CC=CC=N2=O)=NC(NCC2=CC(I)=CC=C2)=N1)C(O)=O L77324
2934 OCC1CN(C2=NC(NCC3=CC=C(C=C3)C3=CC=CC=C3)=NC(=N2)N2CCC(CCCC(O)=O)CC2)C2=CC=CC=C2O1 L706
2935 CN(CCC(O)C1=CC=CC=C1)C1=NC(=NC(NCC2=CC=CC(OC(F)(F)F)=C2)=N1)N1CCC(CCCC(O)=O)CC1 L30423
2936 CCCCN(CCCC)C1=NC(NCC2=C(OC)C(OC)=CC=C2)=NC(NC2(CCSCC2)C(O)=O)=N1 L47720
2937 CN(CC1=CC(Cl)=CC=C1)C1=NC(=NC(NCC2=C(F)C=CC(F)=C2F)=N1)N1CCC(CCCC(O)=O)CC1 L32322
2938 OC(=O)CCCC1CCN(CC1)C1=NC(N[C@H]2C[C@@H]2C2=CC=CC=C2)=NC(=N1)N1CCN(CC2=CC=CC=C2)CC1 L35735
2939 COC1=CC=CC2=C1NC=C2CCNC1=NC(NCC2=C(OC)C(OC)=CC=C2)=NC(NC[C@H](C)C(O)=O)=N1 L92648
2940 COC1=CC=CC2=C1NC=C2CCNC1=NC(=NC(=N1)N1CCC(CCCC(O)=O)CC1)N1CCN(CC2=CC=CC=C2)CC1 L18839
2941 CN(CCC(O)C1=CC=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2=CC3=CC=CN=C3C=C2)=N1 L63063
2942 OC(=O)CCCC1CCN(CC1)C1=NC(NCC2=C3C=CC=CC3=CC=C2)=NC(NCCC2=CC=C(OC3=CC=CC=C3)C=C2)=N1 L26854
2943 COC1=CC=CC=C1CCNC1=NC(NC[C@H](C)C(O)=O)=NC(=N1)N1CC(CO)OC2=CC=CC=C12 L74397
2944 CCN(CC1=CC(C)=CC=C1)C1=NC(NC(C)C(O)C2=CC=CC=C2)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L16185
2945 COC1=CC=CC(=C1)[C@@H](C)NC1=NC(NC[C@H](C)C(O)=O)=NC(NCCC2=CNC3=C2C=CC=C3OC)=N1 L92554
2946 CN(CC1=CC=CC=C1Cl)C1=NC(=NC(NCC2=C3C=CC=CC3=CC=C2)=N1)N1CCC(CCCC(O)=O)CC1 L26756
2947 COC1=CC=C(C=C1)C(NC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CC1=CC=CC=C1)C1=CC=C(OC)C=C1 L56321
2948 COC1=C(CC(C)N(C)C2=NC(NC3(CCSCC3)C(O)=O)=NC(N[C@H](C)C3=CC=C(Br)C=C3)=N2)C=CC=C1 L52498
2949 COC1=CC=CC=C1CN(C)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NCC2=C(F)C=CC(F)=C2F)=N1 L69191
2950 CN(CC1=CC=CC(C)=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NCCC2=CNC3=C2C=C(C)C=C3)=N1 L42372
2951 C[C@@H](NC1=NC(NCCC2=CNC3=C2C=C(OCC2=CC=CC=C2)C=C3)=NC(=N1)N1CCC(CCCC(O)=O)CC1)C1=CC=C2C=CC=CC2=C1 L13805
2952 COC1=CC=CC=C1N1CCN(CC1)C1=NC(=NC(NCC2=CC=CC(Cl)=C2)=N1)N1CCC(CCCC(O)=O)CC1 L27556
2953 OC(=O)CCCC1CCN(CC1)C1=NC(N[C@H]2C[C@@H]2C2=CC=CC=C2)=NC(NCCC2=CC=CC=C2OC2=CC=CC=C2)=N1 L35726
2954 OC(=O)C1(CCSCC1)NC1=NC(NCC2=C3C=CC=CC3=CC=C2)=NC(=N1)N1CCN(CC1)C1=CC=C(C=N1)C(F)(F)F L63667
2955 CN(CC1=CC=CN=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NCC2=C3C=CC=CC3=CC=C2)=N1 L63625
2956 COC1=CC=CC(OC)=C1CNC1=NC(NC2(CCSCC2)C(O)=O)=NC(=N1)N(C)CC1=CC=CC(=C1)C(F)(F)F L53286
2957 CC(NC1=NC(=NC(=N1)N(C)CC1=CC=CC(=C1)C(F)(F)F)N1CCC(CCCC(O)=O)CC1)C(O)C1=CC=CC=C1 L16377
2958 CN(CC1=CC=CC2=C1C=CC=C2)C1=NC(=NC(NC2=CC=C(CC3=CC=NC=C3)C=C2)=N1)N1CCC(CCCC(O)=O)CC1 L26560
2959 OC(=O)CCCC1CCN(CC1)C1=NC(NCC2=CC=C(Cl)C(=C2)C(F)(F)F)=NC(NCCC2=CNC3=C2C=CC=C3)=N1 L2090
2960 COC1=CC=CC(OC)=C1CNC1=NC(NCCC2=CC=CC(=C2)C(F)(F)F)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L20317
2961 CC1CCCCC1NC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CCC(O)C1=CC=CC=C1 L42903
2962 CC1=CC=CC=C1N1CCN(CC1)C1=NC(NCCC2=C(Cl)C=CC=C2Cl)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L6305
2963 CN(CC1=CC=C(Cl)C=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(=N1)N1CCCCC1C1=CC=CN=C1 L40579
2964 CN(CC1=CC=CC(=C1)C(F)(F)F)C1=NC(NCC2=C(C)C=CC=C2)=NC(NC2(CCSCC2)C(O)=O)=N1 L53221
2965 CCN(CC1=CC(C)=CC=C1)C1=NC(NCC2=C(OC)C=CC=C2OC)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L16230
2966 C[C@H](NC1=NC(NCCC2=CNC3=C2C=C(Br)C=C3)=NC(NC2(CCSCC2)C(O)=O)=N1)C1=CC=C(Br)C=C1 L49899
2967 C[C@@H](CNC1=NC(NCCC2=CNC3=C2C=C(C)C=C3)=NC(NCC2=CC=CC(CN)=C2)=N1)C(O)=O L79241
2968 CC1=CC(N)=C(NC2=NC(N[C@H]([C@@H](N)C3=CC=CC=C3)C3=CC=CC=C3)=NC(NC3(CCSCC3)C(O)=O)=N2)C=C1C L44157
2969 CN(CC1=CC=CC=C1Cl)C1=NC(=NC(NCC2=CC=CC(CN)=C2)=N1)N1CCC(CCCC(O)=O)CC1 L28292
2970 CC(NC1=NC(NCC2=CC(C)=CC=C2)=NC(NC[C@H](C)C(O)=O)=N1)C(O)C1=CC=CC=C1 L89126
2971 CN(CC1=CC=CC=C1Cl)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NCC2=C(F)C(F)=CC(F)=C2)=N1 L59012
2972 CN(CC1=CC=NC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2=C3C=CC=CC3=CC=C2)=N1 L59596
2973 CN(CC1=CC=CN=C1)C1=NC(=NC(NC2=C3C=CC=CC3=CC=C2)=N1)N1CCC(CCCC(O)=O)CC1 L22729
2974 OCC1CN(C2=NC(NCC3=CC=C4OC=CC4=C3)=NC(=N2)N2CCC(CCCC(O)=O)CC2)C2=CC=CC=C2O1 L727
2975 C[C@@H](CNC1=NC(=NC(=N1)N(C)CC1=CC(Cl)=CC=C1)N(C)CC1=CC=CC(=C1)C(F)(F)F)C(O)=O L90114
2976 C[C@@H](CNC1=NC(NC2=CC=C(C)C(Br)=C2)=NC(=N1)N(C)CC1=CC(Cl)=CC=C1)C(O)=O L80706
2977 COC[C@H](CC1=CC=CC=C1)NC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(CCN(C)C)CC1=CC=CC=C1 L57878
2978 C[C@@H](CNC1=NC(=NC(=N1)N(C)CC1=CC=CC(C)=C1)N(C)[C@H](C)C1=C2C=CC=CC2=CC=C1)C(O)=O L74244
2979 CN(CC1=CC=C(Cl)C=C1)C1=NC(NCCC2=CNC3=C2C=C(OCC2=CC=CC=C2)C=C3)=NC(NC2(CCSCC2)C(O)=O)=N1 L53549
2980 CC1=CC=CC=C1N1CCN(CC1)C1=NC(=NC(NCC2=C(Cl)C(Cl)=CC=C2)=N1)N1CCC(CCCC(O)=O)CC1 L27691
2981 COC1=C(OC)C(CCNC2=NC(NC[C@H](C)C(O)=O)=NC(=N2)N2CCCCC2C2=CC=CN=C2)=CC=C1 L77470
2982 COC1=C(CC(C)N(C)C2=NC(NC3(CCSCC3)C(O)=O)=NC(=N2)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=CC=C1 L52882
2983 COC1=CC=C(CNC2=NC(=NC(NC3(CCSCC3)C(O)=O)=N2)N(C)CC2=CC=CC3=C2C=CC=C3)C=C1 L56128
2984 OC(=O)CCCC1CCN(CC1)C1=NC(NC(CC2=CC=CC=C2)C2=CC=CC=C2)=NC(=N1)N1CCN(CC1)C1=CC=C(C=N1)C(F)(F)F L33139
2985 CN(CCC(O)C1=CC=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(=N1)N(C)CCC1=NC=CC=C1 L54807
2986 CN(CC1=CC(Cl)=CC=C1)C1=NC(=NC(NCC2=CC=C(C=C2)N2C=CC=C2)=N1)N1CCC(CCCC(O)=O)CC1 L29826
2987 CC(C)CN(C)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CC1=CC(Cl)=CC=C1 L54978
2988 CC1=CC=CC=C1N1CCN(CC1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NCC2=CC(Cl)=CC=C2Cl)=N1 L64939
2989 COC1=CC=CC=C1CN(C)C1=NC(NC[C@H](C)C(O)=O)=NC(=N1)N1CCCCC1C1=CC=CN=C1 L77447
2990 OCC1CN(C2=NC(NCC3=CC=C(F)C=C3Cl)=NC(=N2)N2CCC(CCCC(O)=O)CC2)C2=CC=CC=C2O1 L720
2991 CN(CC1=CC=C(F)C=C1)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CC1=CC=CC=C1 L53633
2992 CN(CCC(O)C1=CC=CC=C1)C1=NC(=NC(NCCC2=CNC3=C2C=C(C)C=C3)=N1)N1CCC(CCCC(O)=O)CC1 L5463
2993 N[C@H]([C@@H](NC1=NC(NC2CCCC(N)C2)=NC(NC2(CCSCC2)C(O)=O)=N1)C1=CC=CC=C1)C1=CC=CC=C1 L72888
2994 OC(=O)CCCC1CCN(CC1)C1=NC(=NC(NCCC2=CC=CC(Cl)=C2)=N1)N1CCCCC1C1=CC=CN=C1 L3806
2995 OCC1CC2=C(C=CC=C2)N1C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC(CC2=CC=CC=C2)C2=CC=CC=C2)=N1 L69896
2996 OC(=O)C1(CCSCC1)NC1=NC(NCC2=CC=CC=C2Br)=NC(=N1)N1CCC(O)(CC1)C1=CC=C(Cl)C=C1 L63935
2997 CCCCN(C)C1=NC(NC[C@H](C)C(O)=O)=NC(=N1)N(CC)CC1=CC(C)=CC=C1 L89906
2998 OC(=O)CCCC1CCN(CC1)C1=NC(NCC2=CC=C(C=C2)N2C=CC=C2)=NC(=N1)N1CCC(O)(CC1)C1=CC=C(Cl)C=C1 L29951
2999 CCCCN(CCO)C1=NC(NC2(CCSCC2)C(O)=O)=NC(=N1)N(CC)CC1=CC=CC=C1 L51123
3000 COC1=CC=CC2=C1NC=C2CCNC1=NC(NCCCC2=CC=CC=C2)=NC(NC[C@H](C)C(O)=O)=N1 L92720
3001 COC1=CC=CC2=C1NC=C2CCNC1=NC(NCCC2=CC=C(Cl)C(Cl)=C2)=NC(NC[C@H](C)C(O)=O)=N1 L92711
3002 CCN(CC1=CC(C)=CC=C1)C1=NC(NCCC2=CC=CC=C2Cl)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L16287
3003 CCN(CCN(C)C)C1=NC(NC[C@H](C)C(O)=O)=NC(=N1)N(C)CC1=CC=CC(=C1)C(F)(F)F L90104
3004 OCC1CN(C2=NC(=NC(=N2)N2CCC(CCCC(O)=O)CC2)N2CCC(CC2)N2CCCC2)C2=CC=CC=C2O1 L595
3005 CCN(CC1=CC=CC=C1)C1=NC(=NC(NC[C@H](C)C(O)=O)=N1)N(C)CC1=CC=CC=C1OC L88007
3006 COC1=C(CCNC2=NC(NCC3=CC=CC(=C3)C3=CC=CC=C3)=NC(=N2)N2CCC(CCCC(O)=O)CC2)C=C(Br)C=C1 L19139
3007 OC(=O)CCCC1CCN(CC1)C1=NC(NCC2=CC=C(C=C2)C(F)(F)F)=NC(NCCC2=CNC3=C2C=CC=C3)=N1 L27242
3008 CN(CC1=CC=CC2=C1C=CC=C2)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2=CC(=CC=C2)C2=CC=CS2)=N1 L73600
3009 CN(CC1=CC=CC(=C1)C(F)(F)F)C1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N1CCC(CC1)N1CCCC1 L53203
3010 CN(C)C1=CC=CC(NC2=NC(=NC(NC3=CC=CC=N3=O)=N2)N2CCC(CCCC(O)=O)CC2)=C1 L3525
3011 CC1=C(NC2=NC(NCCC3=CNC4=C3C=C(Br)C=C4)=NC(=N2)N2CCC(CCCC(O)=O)CC2)C=C(I)C=C1 L3243
3012 C[C@@H](NC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CCC1=CNC2=C1C=CC=C2)C1=CC=C(Br)C=C1 L52495
3013 CCN(CC1=CC=CC=C1)C1=NC(NCCC2=CC=CC=C2OC2=CC=CC=C2)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L14222
3014 COC[C@H](CC1=CC=CC=C1)NC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CC1=CC=C(Cl)C=C1 L57859
3015 NCC1=CC=C(CNC2=NC(NCC3=C(Cl)C=CC=C3OC3=CC=CC=C3)=NC(=N2)N2CCC(CCCC(O)=O)CC2)C=C1 L31060
3016 C[C@@H](CNC1=NC(N[C@H](C)C2=CC=C3C=CC=CC3=C2)=NC(NCCC2=CC=CC(Cl)=C2)=N1)C(O)=O L87518
3017 CN(C)CCN(CC1=CC=CC=C1)C1=NC(N[C@H]2C[C@@H]2C2=CC=CC=C2)=NC(NC2(CCSCC2)C(O)=O)=N1 L55483
3018 CN(C)CCN(CC1=CC=CC=C1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(N[C@H]2C[C@@H]2C2=CC=CC=C2)=N1 L72662
3019 CC1=CC2=C(NC=C2CCNC2=NC(NCCC3=CNC4=C3C=C(Br)C=C4)=NC(=N2)N2CCC(CCCC(O)=O)CC2)C=C1 L5547
3020 C[C@@H](CNC1=NC(=NC(NCC2=CC=C(C=C2)N2C=CC=C2)=N1)N1CC(CO)OC2=CC=CC=C12)C(O)=O L74445
3021 C[C@@H](CNC1=NC(N[C@H](C)C2=CC=C(Br)C=C2)=NC(NCCC2=CNC3=C2C=C(Cl)C=C3)=N1)C(O)=O L89452
3022 C[C@@H](NC1=NC(NCCC2=CC=CC(=C2)C(F)(F)F)=NC(NC2(CCSCC2)C(O)=O)=N1)C1=CC=C(Br)C=C1 L52573
3023 OC(=O)CCCC1CCN(CC1)C1=NC(NCCSCC2=CC=CO2)=NC(NCC2=CC=CC(=C2)C2=CC=CC=C2)=N1 L4163
3024 CN(CC1=CC(Cl)=CC=C1)C1=NC(=NC(NC2=CC=CC=C2NC2=CC=CC=C2)=N1)N1CCC(CCCC(O)=O)CC1 L24258
3025 COC1=CC=CC=C1CN(C)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NC2CCN(CC3=CC=CC=C3)CC2)=N1 L62471
3026 CN(CC1=CC=CC2=C1C=CC=C2)C1=NC(=NC(NC2=CC=C(C=C2)C2=CSN=N2)=N1)N1CCC(CCCC(O)=O)CC1 L23296
3027 OC(=O)C1(CCSCC1)NC1=NC(NCC2=C(F)C=CC(F)=C2F)=NC(NCC2=CC=CC(Br)=C2)=N1 L69248
3028 CN(CC1=CC=CC2=C1C=CC=C2)C1=NC(=NC(NCCC2=CC=CS2)=N1)N1CCC(CCCC(O)=O)CC1 L34048
3029 C[C@@H](NC1=NC(NCC(C)(C)CN(C)C)=NC(NC2(CCSCC2)C(O)=O)=N1)C1=CC=C(Br)C=C1 L52499
3030 CN(CC1=CC=CC=C1)C1=NC(=NC(NC2=CC=C(OC3=CC=C(N)C=C3)C=C2)=N1)N1CCC(CCCC(O)=O)CC1 L24641
3031 N[C@H]([C@@H](NC1=NC(=NC(NCC2=CC=CC(OC(F)(F)F)=C2)=N1)N1CCC(CCCC(O)=O)CC1)C1=CC=CC=C1)C1=CC=CC=C1 L30525
3032 OC(=O)CCCC1CCN(CC1)C1=NC(NC2=CC=CC=N2=O)=NC(NCC2=CC(OC(F)F)=CC=C2)=N1 L3469
3033 NC1=CC=C(OC2=CC=C(NC3=NC(NCCC4=CC=CC=C4)=NC(=N3)N3CCC(CCCC(O)=O)CC3)C=C2)C=C1 L24728
3034 C[C@H](NC1=NC(=NC(NC2(CCSCC2)C(O)=O)=N1)N(C)CC1=CC=CC=C1Cl)C1=CC=CC=C1 L49988
3035 COC1=CC=CC(OC)=C1CNC1=NC(NCC2=CC=C(Br)C=C2)=NC(=N1)N1CCC(CCCC(O)=O)CC1 L20287
3036 CC1=CC=C(NC2=NC(=NC(=N2)N2CCC(CCCC(O)=O)CC2)N2CCN(CC2)C2=CC=CC=C2C)C=C1Br L6955
3037 OC(=O)CCCC1CCN(CC1)C1=NC(NCC(Cl)CCCCl)=NC(NCCC2=CNC3=C2C=C(Cl)C=C3)=N1 L34540
3038 CC1=CC=CC=C1N1CCN(CC1)C1=NC(NC2(CCSCC2)C(O)=O)=NC(NCC2=C(Cl)C(Cl)=CC=C2)=N1 L64555
3039 OC(=O)C1(CCSCC1)NC1=NC(NC2=CC=C3C=CC=CC3=C2)=NC(=N1)N1CCC(O)(CC1)C1=CC=C(Cl)C=C1 L63359
3040 CCCC1=CC=C(NC2=NC(=NC(=N2)N2CCC(CCCC(O)=O)CC2)N(C)CC2=CC=CC=C2Cl)C=C1 L8132
3041 CN(CC1=C(NC2=NC(=NC(NC3(CCSCC3)C(O)=O)=N2)N(C)CC2=CC=CC=C2Cl)C=CC=C1)C1CCCCC1 L40196
3042 COC1=C(CC(C)N(C)C2=NC(NC3(CCSCC3)C(O)=O)=NC(N[C@H]([C@@H](N)C3=CC=CC=C3)C3=CC=CC=C3)=N2)C=CC=C1 L72850
3043 C[C@H](NC1=NC(N[C@H]([C@@H](N)C2=CC=CC=C2)C2=CC=CC=C2)=NC(NC2(CCSCC2)C(O)=O)=N1)C1=CC=CC=C1 L50109
3044 OC(=O)CCCC1CCN(CC1)C1=NC(NC2=CC3=CC=CN=C3C=C2)=NC(NCCC2=CNC3=C2C=C(OCC2=CC=CC=C2)C=C3)=N1 L26285
3045 OC(=O)CCCC1CCN(CC1)C1=NC(NCC2=C3C=CC=CC3=CC=C2)=NC(NCC2=CC(I)=CC=C2)=N1 L26828
