Number_of_Molecules,file_name,Sample_for_million
9999,smile_all_04.txt,300
9999,smile_all_05.txt,300
9999,smile_all_02.txt,300
9999,smile_all_06.txt,300
9999,smile_all_09.txt,300
9999,smile_all_07.txt,300
9999,smile_all_01.txt,300
9999,smile_all_03.txt,300
9999,smile_all_08.txt,300
9999,smile_all_00.txt,300
